STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,hazard,Hazard class,wst_oper,Waste management operations,waste,Waste categories,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_I,Disposal - incineration (D10),W076,Textile wastes,NO,Norway,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_I,Disposal - incineration (D10),W076,Textile wastes,NO,Norway,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_I,Disposal - incineration (D10),W076,Textile wastes,SE,Sweden,2010,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_I,Disposal - incineration (D10),W076,Textile wastes,SE,Sweden,2012,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_I,Disposal - incineration (D10),W076,Textile wastes,SE,Sweden,2014,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_I,Disposal - incineration (D10),W076,Textile wastes,SE,Sweden,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_I,Disposal - incineration (D10),W076,Textile wastes,SE,Sweden,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_I,Disposal - incineration (D10),W076,Textile wastes,SE,Sweden,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_I,Disposal - incineration (D10),W076,Textile wastes,SE,Sweden,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_I,Disposal - incineration (D10),W076,Textile wastes,UK,United Kingdom,2012,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_I,Disposal - incineration (D10),W076,Textile wastes,UK,United Kingdom,2014,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_I,Disposal - incineration (D10),W076,Textile wastes,UK,United Kingdom,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_I,Disposal - incineration (D10),W076,Textile wastes,UK,United Kingdom,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_I,Disposal - incineration (D10),W076,Textile wastes,UK,United Kingdom,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,DE,Germany,2010,,3939665,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,DE,Germany,2012,,4839110,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,DE,Germany,2014,,4612317,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,DE,Germany,2016,,5175434,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,DE,Germany,2018,,5758009,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,DE,Germany,2020,,5410674,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,DE,Germany,2022,,5492834,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,DK,Denmark,2010,,668190,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,DK,Denmark,2012,,526737,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,DK,Denmark,2014,,1031289,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,DK,Denmark,2016,,1132336,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,DK,Denmark,2018,,138534,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,DK,Denmark,2020,,94857,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,DK,Denmark,2022,,88700,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,ES,Spain,2010,,874210,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,ES,Spain,2012,,630210,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,ES,Spain,2014,,524712,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,ES,Spain,2016,,398291,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,ES,Spain,2018,,513962,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,ES,Spain,2020,,481279,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,ES,Spain,2022,,615113,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,FI,Finland,2010,,873678,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,FI,Finland,2012,,943989,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,FI,Finland,2014,,1187806,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,FI,Finland,2016,,1718032,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,FI,Finland,2018,,25741303,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,FI,Finland,2020,,17650113,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,FI,Finland,2022,,26535927,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,FR,France,2010,,2729389,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,FR,France,2012,,2838870,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,FR,France,2014,,2672055,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,FR,France,2016,,2322485,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,FR,France,2018,,3285021,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,FR,France,2020,,2189614,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,FR,France,2022,,2411179,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,NL,Netherlands,2010,,805256,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,NL,Netherlands,2012,,1119413,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,NL,Netherlands,2014,,1334483,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,NL,Netherlands,2016,,962796,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,NL,Netherlands,2018,,990877,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,NL,Netherlands,2020,,1109075,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,NL,Netherlands,2022,,856352,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,NO,Norway,2010,,627234,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,NO,Norway,2012,,463658,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,NO,Norway,2014,,736229,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,NO,Norway,2016,,706945,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,NO,Norway,2018,,701237,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,NO,Norway,2020,,774003,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,NO,Norway,2022,,876429,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,SE,Sweden,2010,,355732,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,SE,Sweden,2012,,466196,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,SE,Sweden,2014,,426026,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,SE,Sweden,2016,,626580,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,SE,Sweden,2018,,636526,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,SE,Sweden,2020,,711716,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,SE,Sweden,2022,,536189,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,UK,United Kingdom,2010,,1296854,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,UK,United Kingdom,2012,,1034933,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,UK,United Kingdom,2014,,869205,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,UK,United Kingdom,2016,,844535,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",TOTAL,Total waste,UK,United Kingdom,2018,,817866,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,DSP_L,"Disposal - landfill (D1, D5, D12)",W076,Textile wastes,DE,Germany,2010,,,,m,missing value; data cannot exist,,
